t,num_edges,num_entities,num_new_edges,new_new_entities
11522002,1,2,1,1
11522087,11,12,11,11
11522130,1,2,1,1
11522141,3,4,3,3
11522146,2,3,2,2
11522298,14,15,14,14
11522347,1,2,1,1
11522360,1,2,1,1
11522389,1,2,0,1
11522390,5,6,5,5
11522476,3,4,3,3
11522502,1,2,1,1
11522572,1,2,1,1
11522660,5,6,5,5
11522752,5,7,5,5
11522859,1,2,1,1
11522862,1,2,1,1
11522917,1,2,1,1
11522944,2,3,2,2
11522948,1,2,1,1
11522949,1,2,1,1
11522997,1,2,1,1
11523007,1,2,1,1
11523048,1,2,1,1
11523065,1,2,1,1
11523182,1,2,1,1
11523192,1,2,1,1
11523240,6,7,6,6
11523320,1,2,1,1
11523331,1,2,1,1
11523425,1,2,1,1
11523428,2,3,2,2
11523429,1,2,1,1
11523433,1,2,1,1
11523474,2,3,2,2
11523482,1,2,1,1
11523485,8,9,8,8
11523538,2,3,2,2
11523544,1,2,1,1
11523556,1,2,1,1
11523563,1,2,1,1
11523577,1,2,1,1
11523578,1,2,1,1
11523588,1,2,1,1
11523589,1,2,1,1
11523622,2,3,2,2
11523623,1,2,1,1
11523692,1,2,1,1
11523703,1,2,1,1
11523740,1,2,1,1
11523751,1,2,1,1
11523755,1,2,1,1
11523766,1,2,1,1
11523796,3,4,3,3
11523808,7,10,7,7
11523880,1,2,1,1
11523911,1,2,0,1
11523925,1,2,1,1
11523968,1,2,1,1
11523989,1,2,1,1
11524115,1,2,1,1
11524138,1,2,1,1
11524140,1,2,1,1
11524166,1,2,1,1
11524179,1,2,1,1
11524182,1,2,1,1
11524209,1,2,0,1
11524226,1,2,1,1
11524253,1,2,1,1
11524254,1,2,1,1
11524263,1,2,1,1
11524301,1,2,0,1
11524326,6,7,6,6
11524337,1,2,1,1
11524348,1,2,1,1
11524371,1,2,1,1
11524372,2,3,2,2
11524375,1,2,1,1
11524376,1,2,1,1
11524402,1,2,1,1
11524502,1,2,1,1
11524549,1,2,1,1
11524583,1,2,1,1
11524598,2,3,2,2
11524600,1,2,1,1
11524627,1,2,1,1
11524693,1,2,1,1
11524713,1,2,1,1
11524744,1,2,1,1
11524756,1,2,1,1
11524770,1,2,0,1
11524784,1,2,1,1
11524798,1,2,1,1
11524800,1,2,1,1
11524832,1,2,1,1
11524859,1,2,1,1
11524860,2,3,2,2
11524894,2,3,1,2
11524927,2,3,2,2
11524929,2,3,2,2
11524930,2,4,2,2
11524992,3,4,3,3
11525041,1,2,1,1
11525134,1,2,1,1
11525135,1,2,1,1
11525210,1,2,1,1
11525221,1,2,1,1
11525265,1,2,1,1
11525394,1,2,1,1
11525404,1,2,1,1
11525422,1,2,1,1
11525527,1,2,1,1
11525535,1,2,1,1
11525628,1,2,1,1
11525660,1,2,1,1
11525685,1,2,1,1
11525696,1,2,1,1
11525708,1,2,1,1
11525719,1,2,1,1
11525752,1,2,1,1
11525766,1,2,1,1
11525847,1,2,1,1
11525869,1,2,1,1
11525889,1,2,1,1
11525913,1,2,1,1
11525948,2,3,2,2
11525949,2,3,2,2
11526066,2,4,2,2
11526076,1,2,1,1
11526089,1,2,1,1
11526167,1,2,1,1
11526172,1,2,1,1
11526183,1,2,1,1
11526193,1,2,1,1
11526230,3,4,3,3
11526256,1,2,1,1
11526300,1,2,1,1
11526444,2,3,2,2
11526549,1,2,1,1
11526600,1,2,1,1
11526696,1,2,1,1
11526731,1,2,1,1
11526752,1,2,1,1
11526806,1,2,1,1
11526997,1,2,1,1
11527008,1,2,1,1
11527047,1,2,1,1
11527084,1,2,1,1
11527119,2,3,2,2
11527123,1,2,1,1
11527141,1,2,1,1
11527167,1,2,1,1
11527259,1,2,1,1
11527260,1,2,1,1
11527277,1,2,1,1
11527302,1,2,1,1
11527316,2,3,2,2
11527332,1,2,1,1
11527355,2,3,2,2
11527358,1,2,1,1
11527401,1,2,1,1
11527406,1,2,1,1
11527485,1,2,1,1
11527500,2,3,2,2
11527535,1,2,1,1
11527547,1,2,1,1
11527553,1,2,0,1
11527590,1,2,1,1
11527601,1,2,1,1
11527623,1,2,1,1
11527674,5,6,5,5
11527725,1,2,1,1
11527854,1,2,1,1
11527856,1,2,1,1
11527875,2,3,2,2
11527918,1,2,1,1
11527940,1,2,1,1
11527978,1,2,1,1
11528024,1,2,1,1
11528081,1,2,1,1
11528418,2,3,2,2
11528428,3,4,3,3
11528525,1,2,0,1
11528527,3,4,3,3
11528550,1,2,1,1
11528567,1,2,1,1
11528571,1,2,1,1
11528616,1,2,1,1
11528655,1,2,1,1
11528685,1,2,1,1
11528753,1,2,1,1
11528785,1,2,1,1
11529199,1,2,1,1
11529200,1,2,1,1
11529209,1,2,1,1
11529220,1,2,1,1
11529239,1,2,1,1
11529456,1,2,1,1
11529477,6,7,6,6
11529666,1,2,1,1
11529673,1,2,1,1
11529767,1,2,1,1
11529939,1,2,1,1
11529943,1,2,1,1
11529957,1,2,1,1
11529981,1,2,1,1
11530000,2,3,2,2
11530031,1,2,1,1
11530033,1,2,0,1
11530059,1,2,1,1
11530110,1,2,1,1
11530132,1,2,1,1
11530152,2,3,2,2
11530154,1,2,1,1
11530165,1,2,1,1
11530181,1,2,1,1
11530216,1,2,1,1
11530263,1,2,1,1
11530286,1,2,1,1
11530288,1,2,1,1
11530296,1,2,1,1
11530408,2,3,2,2
11530473,1,2,1,1
11530475,1,2,1,1
11530484,1,2,1,1
11530485,1,2,1,1
11530539,1,2,1,1
11530622,1,2,1,1
11530630,1,2,1,1
11530707,3,4,3,3
11530719,2,3,2,2
11530735,1,2,1,1
11530876,1,2,1,1
11530882,1,2,1,1
11531008,2,3,2,2
11531013,1,2,1,1
11531039,1,2,1,1
11531078,3,4,3,3
11531082,1,2,1,1
11531095,1,2,1,1
11531108,1,2,1,1
11531135,2,3,2,2
11531170,1,2,1,1
11531228,2,3,2,2
11531233,1,2,1,1
11531271,2,3,2,2
11531346,1,2,1,1
11531368,2,3,2,2
11531382,2,3,2,2
11531415,28,29,28,28
11531458,1,2,1,1
11531531,3,4,3,3
11531572,1,2,1,1
11531581,1,2,1,1
11531695,1,2,1,1
11531724,1,2,0,1
11531738,1,2,1,1
11531771,1,2,1,1
11531772,1,2,1,1
11531869,1,2,1,1
11531895,1,2,1,1
11531928,1,2,1,1
11531933,1,2,1,1
11532016,2,3,2,2
11532083,1,2,1,1
11532101,1,2,1,1
11532222,1,2,1,1
11532247,12,13,12,12
11532498,3,4,3,3
11532528,3,4,0,3
11532603,2,3,2,2
11532729,1,2,1,1
11532737,1,2,1,1
11532767,1,2,1,1
11532899,1,2,1,1
11532946,4,5,4,4
11532983,2,3,2,2
11532994,1,2,1,1
11532995,9,10,9,9
11533027,1,2,1,1
11533107,1,2,1,1
11533142,1,2,1,1
11533173,1,2,1,1
11533249,4,5,4,4
11533272,1,2,1,1
11533333,1,2,1,1
11533382,1,2,1,1
11533645,1,2,1,1
11533658,2,3,2,2
11533743,1,2,1,1
11533898,1,2,1,1
11533942,1,2,1,1
11533954,1,2,1,1
11533964,1,2,1,1
11534005,1,2,1,1
11534014,1,2,1,1
11534035,1,2,1,1
11534054,1,2,1,1
11534115,1,2,1,1
11534190,1,2,1,1
11534210,14,15,14,14
11534254,5,6,5,5
11534331,1,2,1,1
11534372,1,2,1,1
11534408,1,2,1,1
11534472,1,2,1,1
11534473,1,2,1,1
11534491,1,2,1,1
11534578,1,2,1,1
11534580,1,2,1,1
11534610,1,2,1,1
11534676,2,3,2,2
11534744,1,2,1,1
11534770,1,2,1,1
11534820,1,2,1,1
11535036,1,2,1,1
11535058,1,2,1,1
11535130,2,3,2,2
11535147,1,2,1,1
11535162,28,29,28,28
11535163,1,2,1,1
11535388,2,3,2,2
11535448,1,2,1,1
11535529,1,2,0,1
11535538,1,2,1,1
11535581,1,2,1,1
11535624,1,2,1,1
11535751,1,2,1,1
11535852,1,2,1,1
11535949,1,2,1,1
11535967,1,2,1,1
11536127,1,2,1,1
11536155,1,2,1,1
11536222,1,2,1,1
11536260,1,2,1,1
11536266,1,2,1,1
11536270,1,2,1,1
11536366,1,2,1,1
11536395,1,2,1,1
11536451,1,2,1,1
11536504,1,2,1,1
11536566,2,3,2,2
11536641,1,2,1,1
11536799,1,2,1,1
11536863,1,2,1,1
11536876,1,2,1,1
11536972,1,2,1,1
11537275,1,2,1,1
11537384,3,4,3,3
11537397,1,2,1,1
11537401,4,5,4,4
11537444,1,2,1,1
11537477,1,2,1,1
11537482,1,2,1,1
11537498,5,6,5,5
11537508,1,2,1,1
11537525,1,2,1,1
11537624,1,2,1,1
11537664,1,2,1,1
11537687,2,3,2,2
11537805,1,2,1,1
11537865,1,2,1,1
11537873,1,2,1,1
11537953,1,2,1,1
11537990,2,3,2,2
11538119,1,2,1,1
11538130,1,2,1,1
11538145,1,2,1,1
11538154,1,2,1,1
11538221,2,4,2,2
11538234,1,2,1,1
11538242,1,2,1,1
11538378,1,2,1,1
11538400,1,2,1,1
11538416,1,2,1,1
11538441,1,2,1,1
11538459,1,2,1,1
11538508,1,2,1,1
11538530,1,2,1,1
11538541,1,2,1,1
11538544,1,2,1,1
11538578,2,3,2,2
11538669,1,2,1,1
11538676,2,4,2,2
11538829,1,2,1,1
11538837,1,2,1,1
11538893,1,2,1,1
11539040,3,4,3,3
11539096,1,2,1,1
11539147,1,2,0,1
11539178,1,2,0,1
11539239,1,2,0,1
11539258,1,2,1,1
11539268,1,2,0,1
11539286,1,2,1,1
11539287,1,2,1,1
11539288,1,2,1,1
11539335,2,3,2,2
11539439,1,2,1,1
11539466,1,2,1,1
11539541,1,2,1,1
11539609,2,3,2,2
11539695,1,2,1,1
11539699,1,2,1,1
11539712,1,2,1,1
11539718,1,2,1,1
11539737,1,2,1,1
11539811,1,2,1,1
11539885,2,3,2,2
11539959,1,2,1,1
11539991,1,2,1,1
11540046,1,2,1,1
11540065,1,2,1,1
11540190,1,2,1,1
11540238,1,2,1,1
11540322,1,2,1,1
11540421,5,6,5,5
11540465,1,2,1,1
11540548,1,2,1,1
11540588,1,2,1,1
11540610,1,2,1,1
11540882,1,2,1,1
11540944,1,2,1,1
11540975,1,2,1,1
11541000,1,2,1,1
11541117,2,3,2,2
11541404,1,2,1,1
11541504,1,2,1,1
11541610,1,2,1,1
11541644,1,2,1,1
11541667,1,2,1,1
11541683,1,2,1,1
11541693,1,2,1,1
11541694,1,2,1,1
11541700,1,2,1,1
11541747,1,2,1,1
11541792,3,4,3,3
11541889,1,2,1,1
11541932,1,2,1,1
11542001,1,2,1,1
11542096,1,2,1,1
11542194,1,2,1,1
11542221,1,2,1,1
11542393,1,2,1,1
11542401,1,2,1,1
11542513,1,2,1,1
11542710,1,2,1,1
11542751,1,2,1,1
11542756,1,2,1,1
11542782,2,3,2,2
11542800,1,2,1,1
11542839,2,3,2,2
11542912,1,2,1,1
11542959,1,2,1,1
11543143,1,2,1,1
11543213,1,2,1,1
11543244,1,2,1,1
11543245,1,2,1,1
11543265,1,2,1,1
11543343,1,2,1,1
11543386,1,2,1,1
11543508,1,2,1,1
11543579,1,2,1,1
11543653,1,2,1,1
11543719,1,2,1,1
11543779,1,2,1,1
11543934,1,2,1,1
11544360,1,2,1,1
11544454,1,2,1,1
11544468,1,2,1,1
11544546,1,2,1,1
11544584,1,2,1,1
11544643,1,2,1,1
11544684,1,2,1,1
11544778,1,2,1,1
11544785,1,2,1,1
11544922,1,2,1,1
11545104,1,2,1,1
11545260,1,2,1,1
11545284,1,2,1,1
11545434,1,2,1,1
11545523,1,2,1,1
11545550,1,2,1,1
11545780,1,2,1,1
11545974,2,3,2,2
11546108,1,2,1,1
11546109,1,2,1,1
11546273,1,2,1,1
11546394,3,4,3,3
11546398,2,3,2,2
11546411,1,2,1,1
11546864,1,2,1,1
11546962,1,2,1,1
11547005,2,3,2,2
11547113,1,2,1,1
11547266,2,3,2,2
11547464,1,2,1,1
11547661,1,2,1,1
11547933,2,3,2,2
11548021,1,2,1,1
11548028,1,2,1,1
11548036,2,3,2,2
11548053,1,2,1,1
11548076,1,2,1,1
11548161,1,2,0,1
11548169,1,2,0,1
11548186,1,2,0,1
11548219,1,2,1,1
11548320,2,3,2,2
11548450,2,3,2,2
11548476,1,2,1,1
11548541,1,2,1,1
11548575,1,2,1,1
11548576,1,2,1,1
11548614,1,2,1,1
11548721,2,3,2,2
11549048,2,3,2,2
11549163,1,2,1,1
11549256,1,2,1,1
11549708,1,2,1,1
11549778,2,3,2,2
11549942,2,3,2,2
11550025,1,2,1,1
11550180,1,2,1,1
11550241,1,2,1,1
11550298,1,2,1,1
11550609,4,5,4,4
11550644,2,3,2,2
11550801,3,4,3,3
11550911,1,2,1,1
11551184,2,3,2,2
11551259,2,3,2,2
11551320,4,5,4,4
11551360,1,2,1,1
11551729,1,2,1,1
11551988,4,5,4,4
11552165,1,2,1,1
11552177,2,3,2,2
11552314,1,2,1,1
11552413,1,2,1,1
11552949,2,3,2,2
11553179,1,2,1,1
11553284,1,2,0,1
11553411,1,2,1,1
11553507,1,2,1,1
11554346,1,2,1,1
11554482,2,3,2,2
11554527,1,2,1,1
11554633,1,2,1,1
11554692,1,2,1,1
11554804,1,2,1,1
11554954,1,2,1,1
11555081,1,2,1,1
11555562,2,3,2,2
11555593,1,2,1,1
11556999,1,2,1,1
11557165,1,2,1,1
11557220,1,2,1,1
11557293,1,2,1,1
11557797,1,2,1,1
11558124,2,3,2,2
11558199,1,2,1,1
11558368,1,2,1,1
11558728,2,3,2,2
11558839,2,3,0,2
11559071,1,2,1,1
11559633,1,2,1,1
11559732,1,2,1,1
11559757,1,2,1,1
11559826,1,2,1,1
11560009,1,2,1,1
11560059,1,2,1,1
11560270,1,2,1,1
11560956,1,2,1,1
11561094,1,2,1,1
11566553,1,2,1,1
11567266,2,3,2,2
11567394,1,2,1,1
11567770,1,2,1,1
11567810,1,2,1,1
11567826,1,2,0,1
11568259,1,2,1,1
11568278,2,3,2,2
11569151,1,2,1,1
11569195,1,2,1,1
11569413,3,4,3,3
11573300,1,2,0,1
11573313,1,2,1,1
11582081,1,2,1,1
11583337,1,2,1,1
11585179,1,2,1,1
11591517,1,2,1,1
11596322,1,2,1,1
11596824,1,2,1,1
11597670,1,2,1,1
11597886,1,2,1,1
11599372,2,3,2,2
11599526,1,2,1,1
11599596,2,3,2,2
11599601,1,2,1,1
11600393,1,2,1,1
11600823,1,2,1,1
11600941,1,2,1,1
11601273,1,2,1,1
11601309,2,3,2,2
11601650,1,2,1,1
11601673,2,3,2,2
11601740,6,7,6,6
11602000,7,8,7,7
11602654,1,2,1,1
11602719,2,3,2,2
11602729,1,2,1,1
11602802,1,2,1,1
11603003,1,2,1,1
11603084,1,2,1,1
11603171,6,7,6,6
11603267,6,7,6,6
11603280,1,2,1,1
11603536,1,2,1,1
11603561,1,2,1,1
11603854,1,2,1,1
11603903,1,2,1,1
11603981,1,2,1,1
11604039,1,2,1,1
11604250,1,2,1,1
11604267,1,2,1,1
11604295,4,5,4,4
11604319,1,2,1,1
11604414,7,8,7,7
11604542,1,2,1,1
11604689,1,2,1,1
11604776,1,2,1,1
11604841,1,2,1,1
11604975,1,2,1,1
11605035,1,2,1,1
11605041,1,2,1,1
11605111,1,2,1,1
11605199,1,2,1,1
11605241,1,2,1,1
11605278,1,2,1,1
11605350,1,2,1,1
11605415,4,5,4,4
11605497,1,2,1,1
11605583,1,2,1,1
11605659,1,2,1,1
11605733,2,3,2,2
11605739,1,2,1,1
11605847,1,2,1,1
11605909,1,2,1,1
11605947,1,2,1,1
11605953,1,2,1,1
11605959,4,5,4,4
11605980,1,2,1,1
11605993,6,7,6,6
11606038,2,3,2,2
11606157,1,2,1,1
11606232,1,2,1,1
11606261,1,2,1,1
11606412,1,2,1,1
11606431,1,2,1,1
11606439,1,2,1,1
11606451,1,2,1,1
11606487,1,2,1,1
11606524,1,2,1,1
11606525,1,2,1,1
11606558,1,2,1,1
11606577,1,2,1,1
11606578,1,2,1,1
11606603,1,2,1,1
11606695,4,5,4,4
11606717,1,2,1,1
11606764,1,2,1,1
11606817,1,2,1,1
11607044,1,2,1,1
11607269,1,2,1,1
11607286,1,2,1,1
11607291,5,6,5,5
11607352,1,2,1,1
11607371,1,2,1,1
11607408,1,2,1,1
11607444,4,5,4,4
11607447,1,2,1,1
11607541,1,2,1,1
11607651,4,5,4,4
11607701,1,2,1,1
11607704,1,2,1,1
11607819,2,3,2,2
11607827,1,2,1,1
11608001,1,2,1,1
11608031,1,2,1,1
11608049,1,2,1,1
11608182,1,2,1,1
11608284,1,2,1,1
11608370,1,2,1,1
11608445,1,2,1,1
11608515,1,2,1,1
11608711,2,3,2,2
11608968,1,2,1,1
11609060,2,3,2,2
11609127,1,2,1,1
11609133,1,2,1,1
11609148,1,2,1,1
11609151,1,2,1,1
11609205,6,7,6,6
11609211,6,7,6,6
11609221,1,2,1,1
11609257,1,2,1,1
11609292,1,2,1,1
11609366,1,2,1,1
11609468,1,2,1,1
11609523,1,2,1,1
11609532,1,2,1,1
11609571,1,2,1,1
11609580,2,3,2,2
11609728,1,2,1,1
11609797,1,2,1,1
11609838,1,2,1,1
11609885,1,2,1,1
11609915,1,2,1,1
11610048,2,3,2,2
11610088,1,2,1,1
11610093,1,2,1,1
11610225,1,2,1,1
11610286,1,2,1,1
11610385,1,2,1,1
11610446,1,2,1,1
11610469,1,2,1,1
11610617,2,3,2,2
11610638,1,2,1,1
11610673,1,2,1,1
11610798,1,2,1,1
11610807,1,2,1,1
11610809,5,7,5,5
11610901,1,2,1,1
11610924,1,2,1,1
11610949,1,2,1,1
11610953,1,2,1,1
11610997,1,2,1,1
11611050,2,3,2,2
11611054,1,2,1,1
11611091,1,2,1,1
11611136,1,2,1,1
11611283,1,2,1,1
11611344,1,2,1,1
11611380,1,2,1,1
11611434,1,2,1,1
11611468,1,2,1,1
11611519,5,6,5,5
11611576,1,2,1,1
11611578,1,2,1,1
11611680,1,2,1,1
11611705,1,2,1,1
11611730,1,2,1,1
11611773,1,2,1,1
11611849,1,2,1,1
11611873,1,2,1,1
11611920,1,2,1,1
11612096,1,2,1,1
11612255,1,2,1,1
11612301,1,2,1,1
11612334,3,4,3,3
11612504,1,2,1,1
11612561,1,2,1,1
11612571,1,2,1,1
11612923,1,2,1,1
11612998,1,2,1,1
11613106,1,2,1,1
11613152,1,2,1,1
11613160,1,2,1,1
11613163,1,2,1,1
11613222,1,2,1,1
11613311,1,2,1,1
11613360,1,2,1,1
11613450,1,2,1,1
11613473,1,2,1,1
11613486,1,2,1,1
11613536,1,2,1,1
11613582,1,2,1,1
11613690,1,2,1,1
11613791,1,2,1,1
11613831,1,2,1,1
11613914,3,4,3,3
11613930,1,2,1,1
11614002,1,2,1,1
11614020,8,9,8,8
11614062,1,2,1,1
11614258,1,2,1,1
11614260,1,2,1,1
11614281,1,2,1,1
11614286,1,2,1,1
11614319,2,3,2,2
11614348,1,2,1,1
11614396,1,2,1,1
11614536,1,2,1,1
11614573,1,2,1,1
11614713,1,2,1,1
11614742,1,2,1,1
11614787,1,2,1,1
11614799,1,2,1,1
11614834,1,2,1,1
11614848,5,6,5,5
11614956,1,2,1,1
11615064,1,2,1,1
11615143,1,2,1,1
11615158,1,2,1,1
11615166,1,2,1,1
11615287,1,2,1,1
11615317,1,2,1,1
11615624,1,2,1,1
11615644,1,2,1,1
11615706,7,8,7,7
11615800,10,11,4,10
11615816,1,2,1,1
11615848,3,4,3,3
11615866,2,3,2,2
11615898,10,11,10,10
11615918,1,2,1,1
11615934,1,2,1,1
11616129,1,2,1,1
11616171,7,8,7,7
11616224,1,2,1,1
11616234,1,2,1,1
11616284,3,4,3,3
11616363,1,2,1,1
11616370,7,8,7,7
11616394,1,2,1,1
11616411,1,2,1,1
11616461,1,2,1,1
11616567,1,2,1,1
11616663,1,2,1,1
11616715,1,2,1,1
11616724,1,2,1,1
11616740,1,2,1,1
11616741,1,2,1,1
11616745,1,2,1,1
11616777,5,6,5,5
11616858,1,2,1,1
11616922,1,2,1,1
11616993,1,2,1,1
11617034,1,2,0,1
11617080,1,2,1,1
11617096,11,12,11,11
11617281,1,2,1,1
11617405,1,2,1,1
11617506,6,7,6,6
11617577,2,3,2,2
11617583,1,2,1,1
11617804,1,2,1,1
11617892,1,2,1,1
11617905,3,5,3,3
11617919,1,2,1,1
11617947,1,2,1,1
11618003,1,2,1,1
11618178,4,5,4,4
11618182,1,2,1,1
11618201,5,6,5,5
11618243,1,2,1,1
11618290,1,2,1,1
11618293,1,2,1,1
11618299,2,3,2,2
11618390,2,3,2,2
11618622,2,3,2,2
11618635,1,2,1,1
11618685,1,2,1,1
11618689,1,2,1,1
11618858,5,6,5,5
11618861,1,2,1,1
11618871,1,2,1,1
11618998,1,2,1,1
11618999,1,2,1,1
11619007,1,2,1,1
11619013,1,2,1,1
11619092,2,3,2,2
11619119,1,2,1,1
11619123,1,2,1,1
11619216,1,2,1,1
11619240,1,2,1,1
11619378,1,2,1,1
11619390,1,2,1,1
11619409,1,2,1,1
11619411,1,2,1,1
11619570,1,2,1,1
11619591,1,2,1,1
11619661,1,2,1,1
11619723,1,2,1,1
11619864,1,2,1,1
11619866,1,2,1,1
11619932,1,2,1,1
11619994,1,2,1,1
11620054,1,2,1,1
11620085,1,2,1,1
11620099,1,2,1,1
11620145,1,2,1,1
11620263,1,2,1,1
11620281,1,2,1,1
11620364,2,3,2,2
11620580,1,2,1,1
11620613,1,2,1,1
11620630,2,3,2,2
11620682,1,2,1,1
11620867,1,2,1,1
11620915,1,2,0,1
11620921,1,2,1,1
11621010,1,2,1,1
11621124,1,2,1,1
11621128,1,2,1,1
11621143,1,2,1,1
11621201,1,2,1,1
11621337,1,2,1,1
11621401,2,3,2,2
11621741,2,3,2,2
11621820,3,4,3,3
11621827,3,4,0,3
11621886,3,4,0,3
11621931,2,3,2,2
11621952,2,3,2,2
11621988,1,2,1,1
11622139,3,4,3,3
11622166,1,2,1,1
11622199,1,2,1,1
11622350,1,2,1,1
11622533,2,3,2,2
11622613,1,2,1,1
11622647,1,2,1,1
11622798,2,4,2,2
11622888,1,2,1,1
11622904,1,2,1,1
11622920,1,2,1,1
11623145,1,2,1,1
11623176,1,2,1,1
11623180,1,2,1,1
11623376,3,4,3,3
11623631,1,2,1,1
11623691,2,3,2,2
11623712,1,2,1,1
11623714,6,7,6,6
11623742,1,2,1,1
11623799,1,2,1,1
11623886,1,2,1,1
11623904,1,2,1,1
11624026,1,2,1,1
11624103,1,2,1,1
11624157,2,3,2,2
11624400,1,2,1,1
11624823,1,2,1,1
11625096,1,2,1,1
11625106,1,2,1,1
11625111,1,2,1,1
11625126,1,2,1,1
11625152,1,2,1,1
11625169,1,2,1,1
11625208,1,2,1,1
11625218,1,2,1,1
11625221,1,2,1,1
11625223,1,2,1,1
11625278,1,2,1,1
11625288,1,2,1,1
11625309,1,2,1,1
11625401,1,2,1,1
11625575,1,2,1,1
11625586,1,2,1,1
11625596,1,2,1,1
11625675,1,2,1,1
11625677,1,2,1,1
11625866,1,2,1,1
11625903,1,2,1,1
11625919,1,2,1,1
11625924,11,12,11,11
11625958,1,2,1,1
11626007,1,2,1,1
11626013,1,2,1,1
11626109,1,2,1,1
11626168,1,2,1,1
11626176,1,2,1,1
11626179,1,2,1,1
11626223,1,2,1,1
11626237,1,2,1,1
11626245,1,2,1,1
11626249,1,2,1,1
11626335,1,2,1,1
11626412,1,2,1,1
11626418,1,2,1,1
11626427,1,2,1,1
11626452,1,2,1,1
11626487,1,2,1,1
11626543,2,3,2,2
11626606,1,2,1,1
11626613,1,2,1,1
11626645,1,2,1,1
11626668,1,2,1,1
11626706,1,2,1,1
11626901,1,2,1,1
11626905,1,2,1,1
11626958,1,2,1,1
11627006,1,2,1,1
11627149,1,2,1,1
11627170,7,8,7,7
11627265,1,2,1,1
11627546,1,2,1,1
11627658,1,2,1,1
11627687,2,3,2,2
11627780,2,3,2,2
11627838,1,2,1,1
11628011,1,2,1,1
11628059,1,2,1,1
11628149,1,2,1,1
11628294,1,2,1,1
11628326,2,3,2,2
11628381,1,2,1,1
11628453,1,2,1,1
11628467,1,2,1,1
11628532,5,6,5,5
11628651,1,2,1,1
11628662,1,2,1,1
11628672,1,2,1,1
11628676,1,2,1,1
11628709,1,2,1,1
11628724,1,2,1,1
11628735,1,2,1,1
11628776,1,2,1,1
11628921,1,2,1,1
11629042,1,2,1,1
11629127,14,15,13,14
11629182,1,2,1,1
11629211,1,2,1,1
11629275,1,2,1,1
11629419,1,2,1,1
11629596,1,2,1,1
11629806,1,2,1,1
11629973,1,2,1,1
11630013,1,2,1,1
11630295,1,2,1,1
11630411,2,3,2,2
11630453,1,2,1,1
11630552,1,2,1,1
11630692,2,3,2,2
11630734,1,2,1,1
11630754,1,2,1,1
11630796,1,2,1,1
11630967,1,2,1,1
11630986,1,2,1,1
11631097,1,2,1,1
11631175,1,2,1,1
11631217,1,2,1,1
11631305,1,2,1,1
11631342,1,2,1,1
11631506,1,2,1,1
11631602,1,2,1,1
11631620,1,2,1,1
11631670,12,13,12,12
11631715,1,2,1,1
11631935,1,2,1,1
11631947,1,2,1,1
11631987,1,2,1,1
11632359,1,2,1,1
11632374,1,2,1,1
11632497,1,2,1,1
11632545,1,2,1,1
11632559,1,2,1,1
11632570,1,2,1,1
11632642,1,2,1,1
11632710,1,2,1,1
11632785,1,2,1,1
11633588,1,2,1,1
11633589,1,2,0,1
11633658,2,3,2,2
11633765,1,2,1,1
11634338,3,4,3,3
11634446,3,4,3,3
11634493,1,2,0,1
11634677,2,3,2,2
11634805,1,2,1,1
11634850,2,3,2,2
11635141,1,2,1,1
11635432,1,2,1,1
11635529,1,2,1,1
11635533,1,2,1,1
11635818,1,2,1,1
11636072,1,2,1,1
11636208,1,2,1,1
11636260,1,2,1,1
11636369,1,2,1,1
11636613,1,2,1,1
11637484,1,2,1,1
11637491,1,2,1,1
11637911,2,3,2,2
11638273,1,2,1,1
11638658,1,2,1,1
11638686,21,22,21,21
11638691,1,2,1,1
11639030,1,2,1,1
11639201,1,2,1,1
11639884,1,2,1,1
11640573,1,2,1,1
11640713,1,2,1,1
11641169,1,2,1,1
11643716,1,2,1,1
11643927,1,2,1,1
11644094,2,3,2,2
11644263,1,2,1,1
11645112,1,2,1,1
11647188,2,3,2,2
11647370,2,3,2,2
11649791,2,3,2,2
11650044,1,2,1,1
11650409,3,4,3,3
11652824,2,3,2,2
11653518,3,4,3,3
11655949,1,2,1,1
11656108,1,2,1,1
11658504,1,2,1,1
11658636,1,2,1,1
11662061,1,2,1,1
11666101,1,2,1,1
11672968,1,2,1,1
11673074,1,2,1,1
11683540,1,2,1,1
11684306,4,5,4,4
11684414,1,2,1,1
11684597,1,2,1,1
11684802,1,2,1,1
11684804,28,29,28,28
11685629,1,2,1,1
11685898,1,2,1,1
11686736,1,2,1,1
11686761,1,2,0,1
11687058,2,3,2,2
11687144,1,2,1,1
11687722,1,2,1,1
11687746,1,2,1,1
11687816,1,2,1,1
11687919,1,2,1,1
11688386,1,2,1,1
11688497,1,2,1,1
11688521,1,2,1,1
11688568,1,2,1,1
11688625,1,2,1,1
11688630,1,2,1,1
11688938,1,2,1,1
11688971,1,2,1,1
11688987,1,2,1,1
11689048,1,2,1,1
11689189,1,2,1,1
11689250,5,6,5,5
11689394,1,2,1,1
11689750,1,2,1,1
11689752,1,2,1,1
11689761,9,10,9,9
11689772,1,2,1,1
11689795,1,2,1,1
11689882,1,2,1,1
11689925,1,2,1,1
11689967,1,2,1,1
11689978,6,7,6,6
11689979,1,2,1,1
11690150,1,2,1,1
11690151,4,5,4,4
11690407,1,2,1,1
11690472,1,2,1,1
11690552,1,2,1,1
11690564,1,2,1,1
11690747,2,4,2,2
11690842,1,2,1,1
11691023,5,6,5,5
